============================================================
gLV AD-EnKF parameter estimation run
============================================================
  data_truth_path   = gLV/data/glv_ahidden0p00_truth.npz
  data_obs_path     = gLV/data/glv_ahidden0p00_obs.npz
  init_theta_scale = 0.8
  lr                = 0.02
  process_std       = 0.01
  N_ens             = 100
  epochs            = 200
  chunk_length      = 10
============================================================
 Epoch    ||θ-θ_true||_2    Log-likelihood
------------------------------------------------------------
     0      3.795718e-01          345.6505
     1      3.545832e-01          459.0052
     2      3.458186e-01          645.8922
     3      3.436008e-01          754.4749
     4      3.443891e-01          744.1848
     5      3.511057e-01          755.0109
     6      3.599865e-01          742.4149
     7      3.575169e-01          724.0734
     8      3.515499e-01          727.8014
     9      3.825116e-01          643.2938
    10      3.749882e-01          705.5998
    11      3.743922e-01          741.6701
    12      3.619096e-01          749.5833
    13      3.712625e-01          761.8930
    14      3.706970e-01          752.2385
    15      3.696686e-01          739.7623
    16      3.664521e-01          751.4853
    17      3.660189e-01          755.8978
    18      3.679961e-01          756.4059
    19      3.932545e-01          702.1240
    20      3.725260e-01          720.7858
    21      3.880314e-01          715.2570
    22      3.901128e-01          747.8033
    23      3.879744e-01          739.2717
    24      3.862763e-01          744.9697
    25      3.901657e-01          741.1425
    26      3.915002e-01          752.0358
    27      4.000414e-01          738.2067
    28      3.920108e-01          723.7141
    29      3.978499e-01          748.9935
    30      4.048267e-01          735.5042
    31      4.078533e-01          723.7628
    32      4.032485e-01          738.7825
    33      4.129671e-01          745.8038
    34      4.245751e-01          733.3230
    35      4.228990e-01          717.9532
    36      4.244789e-01          750.9133
    37      4.314433e-01          740.5132
    38      4.316948e-01          730.9536
    39      4.340996e-01          752.4661
    40      4.392366e-01          756.2372
    41      4.391252e-01          757.2670
    42      4.426099e-01          760.7260
    43      4.459467e-01          756.4653
    44      4.482813e-01          754.3167
    45      4.498659e-01          756.9064
    46      4.511077e-01          753.1866
    47      4.535767e-01          739.6495
    48      4.538383e-01          753.2629
    49      4.561582e-01          755.7866
    50      4.603220e-01          748.7393
    51      4.622817e-01          741.1841
    52      4.627188e-01          728.3038
    53      4.647371e-01          725.2446
    54      4.606647e-01          746.7366
    55      4.688351e-01          751.4050
    56      4.708919e-01          755.2912
    57      4.730574e-01          747.9027
    58      4.749372e-01          756.0273
    59      4.764675e-01          745.9795
    60      4.777813e-01          748.3638
    61      4.809628e-01          750.4933
    62      4.836181e-01          745.2261
    63      4.843186e-01          747.7045
    64      4.869415e-01          748.0028
    65      4.916747e-01          746.0337
    66      4.904332e-01          740.4133
    67      4.924310e-01          738.8220
    68      4.995798e-01          754.9337
    69      5.017720e-01          745.8600
    70      5.035541e-01          739.2463
    71      5.069693e-01          745.4882
    72      5.069535e-01          740.9739
    73      5.071751e-01          733.8487
    74      5.078067e-01          739.8987
    75      5.100041e-01          741.0723
    76      5.107052e-01          744.2095
    77      5.133104e-01          745.1740
    78      5.140576e-01          742.1556
    79      5.146825e-01          746.0449
    80      5.158114e-01          750.5345
    81      5.158006e-01          745.8188
    82      5.178797e-01          744.5965
    83      5.184750e-01          734.3953
    84      5.180737e-01          744.2956
    85      5.192416e-01          751.8688
    86      5.205095e-01          746.2808
    87      5.204433e-01          738.0535
    88      5.211371e-01          751.1729
    89      5.241528e-01          751.6896
    90      5.252234e-01          745.8600
    91      5.266771e-01          752.5414
    92      5.290179e-01          748.6627
    93      5.305478e-01          745.6764
    94      5.325524e-01          735.9533
    95      5.332355e-01          746.0509
    96      5.340359e-01          743.6083
    97      5.361018e-01          738.0300
    98      5.376850e-01          751.6823
    99      5.391189e-01          738.7910
   100      5.401569e-01          735.1990
   101      5.407482e-01          748.2562
   102      5.419785e-01          744.2447
   103      5.447871e-01          747.5676
   104      5.461746e-01          742.5428
   105      5.472891e-01          737.3930
