============================================================
gLV AD-EnKF parameter estimation run
============================================================
  data_truth_path   = gLV/data/glv_ahidden0p00_truth.npz
  data_obs_path     = gLV/data/glv_ahidden0p00_obs.npz
  init_theta_scale = 1.0
  lr                = 0.005
  process_std       = 0.0
  N_ens             = 50
  epochs            = 200
  chunk_length      = 20
============================================================
 Epoch    ||θ-θ_true||_2    Log-likelihood
------------------------------------------------------------
     0      3.741799e-02          604.2819
     1      6.688026e-02          206.5152
     2      7.099690e-02          491.4419
     3      8.107141e-02          607.5057
     4      8.917611e-02          591.2288
     5      1.017735e-01          580.4725
     6      1.085288e-01          640.8755
     7      1.227270e-01          562.3846
     8      1.319205e-01          621.9804
     9      1.454731e-01          583.4417
    10      1.569059e-01          600.3732
    11      1.667803e-01          602.5104
    12      1.725192e-01          621.8129
    13      1.755554e-01          608.3355
    14      1.773692e-01          599.6125
    15      1.800032e-01          613.9990
    16      1.845919e-01          612.6036
    17      1.886099e-01          611.4091
    18      1.922179e-01          621.1537
    19      1.973776e-01          587.6069
    20      2.029285e-01          627.2400
    21      2.080547e-01          617.2309
    22      2.173841e-01          590.7404
    23      2.244030e-01          622.3365
    24      2.324352e-01          615.4823
    25      2.404513e-01          619.4301
    26      2.500187e-01          619.2676
    27      2.552518e-01          616.0976
    28      2.515422e-01          606.5276
    29      2.638059e-01          589.0527
    30      2.735240e-01          626.6907
    31      2.799108e-01          650.4317
    32      2.872388e-01          625.9740
    33      2.954941e-01          632.5870
    34      3.043890e-01          637.9297
    35      3.148472e-01          620.3466
    36      3.267315e-01          639.8710
    37      3.321739e-01          618.5449
    38      3.414834e-01          644.6447
    39      3.547869e-01          617.1903
    40      3.567141e-01          662.3218
    41      3.573556e-01          632.6284
    42      3.564891e-01          644.2838
    43      3.572188e-01          669.1253
    44      3.578539e-01          665.1631
    45      3.587689e-01          667.1317
    46      3.597318e-01          666.0371
    47      3.597225e-01          657.7158
    48      3.609874e-01          665.9055
    49      3.622254e-01          666.9396
    50      3.632147e-01          663.2720
    51      3.641632e-01          662.9088
    52      3.655055e-01          664.6905
    53      3.661072e-01          661.8171
    54      3.668179e-01          660.1650
    55      3.679973e-01          667.8533
    56      3.728523e-01          334.5418
    57      3.751848e-01          664.4163
    58      3.765145e-01          664.9883
    59      3.773148e-01          648.6618
    60      3.773902e-01          630.1324
    61      3.777772e-01          664.4581
    62      3.723658e-01          603.0704
    63      3.713979e-01          668.4111
    64      3.712689e-01          643.3145
    65      3.696100e-01          660.2628
    66      3.694339e-01          656.5109
    67      3.699900e-01          668.1701
    68      3.709104e-01          667.0833
    69      3.717167e-01          664.9077
    70      3.724497e-01          666.1464
    71      3.731912e-01          665.6074
    72      3.740638e-01          669.4020
    73      3.749778e-01          665.1783
    74      3.759266e-01          665.2849
    75      3.759654e-01          663.5891
    76      3.734421e-01          593.4482
    77      3.730761e-01          654.6733
    78      3.730121e-01          665.1041
    79      3.727478e-01          665.9908
    80      3.728275e-01          670.0416
    81      3.732239e-01          668.5370
    82      3.736229e-01          656.8745
    83      3.739856e-01          670.4251
    84      3.745968e-01          668.5332
    85      3.752313e-01          671.4473
    86      3.758124e-01          668.3566
    87      3.763003e-01          663.5661
    88      3.766910e-01          666.0588
    89      3.769844e-01          665.4908
    90      3.775343e-01          670.8981
    91      3.780679e-01          665.8494
    92      3.785089e-01          669.3076
    93      3.791013e-01          663.3022
    94      3.798145e-01          670.8012
    95      3.804781e-01          667.4452
    96      3.795390e-01          636.1293
    97      3.799032e-01          667.6254
    98      3.803667e-01          668.0827
    99      3.808461e-01          668.7473
   100      3.814567e-01          667.2884
   101      3.821192e-01          669.3228
   102      3.829209e-01          669.9773
   103      3.835586e-01          669.1304
   104      3.842949e-01          667.1268
   105      3.838974e-01          645.0712
   106      3.840481e-01          667.0316
   107      3.844410e-01          671.7035
   108      3.849340e-01          671.2978
   109      3.856020e-01          669.4486
   110      3.860760e-01          666.2872
   111      3.866591e-01          667.7158
   112      3.868466e-01          662.8936
   113      3.875436e-01          671.4877
   114      3.884643e-01          670.3857
   115      3.890243e-01          665.4333
   116      3.896103e-01          671.7421
   117      3.903294e-01          669.2919
   118      3.828180e-01          534.1841
   119      3.812912e-01          656.5374
   120      3.809461e-01          649.0076
   121      3.812630e-01          659.3996
   122      3.816835e-01          663.0477
   123      3.819233e-01          659.4501
   124      3.825518e-01          660.9663
   125      3.830416e-01          665.8864
   126      3.831906e-01          664.5245
   127      3.836836e-01          671.7762
   128      3.841675e-01          666.8279
   129      3.846553e-01          662.0656
   130      3.851771e-01          667.3039
   131      3.856499e-01          665.7409
   132      3.859923e-01          658.6417
   133      3.866017e-01          660.0657
   134      3.871247e-01          669.4142
   135      3.875684e-01          667.2563
   136      3.879454e-01          666.5469
   137      3.882965e-01          664.9909
   138      3.887248e-01          669.5350
   139      3.892857e-01          667.5457
   140      3.897777e-01          666.6357
   141      3.901447e-01          666.4847
   142      3.906852e-01          666.1735
   143      3.911852e-01          667.4635
   144      3.916417e-01          664.9976
   145      3.921733e-01          666.9667
   146      3.925939e-01          663.8229
   147      3.930268e-01          668.9412
   148      3.934774e-01          672.0044
   149      3.939019e-01          668.7516
   150      3.943680e-01          666.7923
   151      3.947926e-01          665.9783
   152      3.953451e-01          669.7888
   153      3.955103e-01          661.1050
   154      3.961287e-01          667.7079
