============================================================
gLV AD-EnKF parameter estimation run
============================================================
  data_truth_path   = gLV/data/glv_ahidden0p00_truth.npz
  data_obs_path     = gLV/data/glv_ahidden0p00_obs.npz
  init_theta_scale = 1.0
  lr                = 0.02
  process_std       = 0.0
  N_ens             = 50
  epochs            = 200
  chunk_length      = 20
============================================================
 Epoch    ||θ-θ_true||_2    Log-likelihood
------------------------------------------------------------
     0      1.688370e-01         -111.8475
     1      2.555542e-01          274.1697
     2      2.829140e-01          197.0739
     3      2.497811e-01          -28.5583
     4      1.792255e-01          133.2785
     5      1.923363e-01          421.8313
     6      3.228158e-01          427.9555
     7      3.446459e-01          204.2530
     8      3.010785e-01          296.2520
     9      2.701974e-01          515.9437
    10      3.413900e-01          534.4527
    11      3.639323e-01          419.5218
    12      3.437379e-01          345.6281
    13      3.077033e-01          441.1815
    14      3.120326e-01          554.1108
    15      3.471828e-01          550.6533
    16      3.537474e-01          447.8101
    17      3.381330e-01          423.0540
    18      3.453739e-01          506.1607
    19      3.730232e-01          517.9606
    20      3.930754e-01          530.5358
    21      4.113300e-01          338.5421
    22      5.378738e-01          383.9178
    23      5.729987e-01          326.4924
    24      5.771791e-01          241.1355
    25      5.861833e-01          422.1649
    26      5.926681e-01          468.6708
    27      6.003506e-01          458.6120
    28      6.106800e-01          496.8125
    29      6.190941e-01          531.9561
    30      6.258531e-01          560.7402
    31      6.305884e-01          569.4443
    32      6.354089e-01          550.6840
    33      6.410505e-01          531.7253
    34      6.466289e-01          553.7125
    35      6.562420e-01          570.6168
    36      6.642619e-01          584.6202
    37      6.702570e-01          537.1301
    38      6.821412e-01          553.6666
    39      6.884274e-01          504.7202
    40      6.896068e-01          637.1003
    41      6.898327e-01          653.4035
    42      6.904882e-01          661.0621
    43      6.910614e-01          670.9425
    44      6.912992e-01          671.1095
    45      6.917356e-01          673.4855
    46      6.924432e-01          672.2518
    47      6.923675e-01          665.1192
    48      6.930042e-01          669.5834
    49      6.935421e-01          671.5854
    50      6.945350e-01          671.3868
    51      6.955935e-01          671.0049
    52      6.969565e-01          672.0887
    53      6.976358e-01          672.3074
    54      6.975079e-01          666.9189
    55      6.984341e-01          674.7733
    56      7.035381e-01          468.6588
    57      7.088565e-01          541.9147
    58      7.037343e-01          236.7934
    59      7.239567e-01         -621.0133
    60      7.212815e-01         -332.0140
    61      7.226943e-01          134.5193
    62      7.287243e-01          388.7587
    63      7.280796e-01          350.1267
    64      7.296226e-01          376.9753
    65      7.318143e-01          395.7871
    66      7.328329e-01          400.1417
    67      7.350183e-01          385.8642
    68      7.377062e-01          378.0880
    69      7.397182e-01          397.3624
    70      7.417015e-01          395.6461
    71      7.440152e-01          400.2074
    72      7.462497e-01          391.8070
    73      7.483611e-01          401.5848
    74      7.508229e-01          396.6873
    75      7.532446e-01          408.0826
    76      7.558084e-01          406.6906
    77      7.588248e-01          394.9147
    78      7.610985e-01          385.2443
    79      7.634921e-01          395.8541
    80      7.661787e-01          406.1756
    81      7.686477e-01          380.5395
    82      7.712503e-01          405.4086
    83      7.727666e-01          381.6013
    84      7.740622e-01          397.9420
    85      7.762213e-01          390.6595
    86      7.789439e-01          404.3494
    87      7.800876e-01          402.6198
    88      7.819870e-01          407.7244
    89      7.838599e-01          403.2188
    90      7.864948e-01          403.4180
    91      7.883066e-01          397.7963
    92      7.891867e-01          397.7146
    93      7.906671e-01          406.9924
    94      7.938927e-01          392.9836
    95      7.954153e-01          395.6566
    96      7.962015e-01          408.5381
    97      7.967952e-01          392.1517
    98      7.987146e-01          391.8281
    99      7.992564e-01          390.9812
   100      7.995340e-01          393.7957
   101      8.003346e-01          405.1628
   102      8.023280e-01          415.7854
   103      8.035025e-01          394.7699
   104      8.037577e-01          396.6938
   105      8.041593e-01          384.3054
   106      8.047647e-01          415.2128
   107      8.049233e-01          426.7314
   108      8.056979e-01          381.9048
   109      8.075059e-01          390.8872
   110      8.087426e-01          400.6346
   111      8.097777e-01          391.2069
   112      8.112878e-01          389.6759
   113      8.103438e-01          397.5669
   114      8.115997e-01          397.7190
   115      8.136615e-01          407.9143
   116      8.137727e-01          409.3288
   117      8.147956e-01          404.1900
   118      8.155109e-01          412.0151
   119      8.154017e-01          404.1728
   120      8.150454e-01          405.2995
   121      8.150591e-01          391.8460
   122      8.158047e-01          404.5475
   123      8.175790e-01          396.6907
   124      8.177220e-01          396.0749
   125      8.182693e-01          416.9279
   126      8.188818e-01          397.2062
   127      8.189076e-01          412.3106
   128      8.200920e-01          418.3755
   129      8.210726e-01          400.4337
   130      8.219519e-01          407.6421
   131      8.225083e-01          405.9469
   132      8.223701e-01          405.5426
   133      8.233141e-01          409.6998
   134      8.236841e-01          414.6915
   135      8.240469e-01          397.3487
   136      8.256974e-01          407.8550
   137      8.257003e-01          396.2401
   138      8.267317e-01          394.4122
   139      8.263535e-01          417.0698
   140      8.274524e-01          404.4808
   141      8.285350e-01          409.3203
   142      8.301831e-01          417.7864
   143      8.319084e-01          416.6983
   144      8.319281e-01          395.0061
   145      8.328561e-01          396.6147
   146      8.330734e-01          392.2479
   147      8.339111e-01          414.8023
   148      8.339359e-01          426.9002
   149      8.341990e-01          411.9147
   150      8.350423e-01          416.0202
   151      8.353984e-01          404.8242
   152      8.347358e-01          413.3175
   153      8.355004e-01          421.6492
   154      8.369513e-01          431.9031
