============================================================
gLV AD-EnKF parameter estimation run
============================================================
  data_truth_path   = gLV/data/glv_ahidden0p00_truth.npz
  data_obs_path     = gLV/data/glv_ahidden0p00_obs.npz
  init_theta_scale = 0.8
  lr                = 0.02
  process_std       = 0.02
  N_ens             = 100
  epochs            = 200
  chunk_length      = 20
============================================================
 Epoch    ||θ-θ_true||_2    Log-likelihood
------------------------------------------------------------
     0      4.213815e-01          472.1669
     1      4.607170e-01          609.6284
     2      4.790537e-01          669.9111
     3      4.815916e-01          712.8622
     4      4.769563e-01          737.1202
     5      4.790932e-01          758.5507
     6      4.734042e-01          747.2034
     7      4.761517e-01          768.9196
     8      4.723740e-01          749.4688
     9      4.697377e-01          755.5531
    10      4.685405e-01          762.4396
    11      4.695819e-01          761.6722
    12      4.656836e-01          741.6646
    13      4.643432e-01          740.6284
    14      4.632537e-01          755.5076
    15      4.624683e-01          758.1980
    16      4.621561e-01          765.1753
    17      4.620156e-01          760.8597
    18      4.615263e-01          743.3618
    19      4.617692e-01          737.3263
    20      4.591090e-01          743.7104
    21      4.582477e-01          761.5903
    22      4.587001e-01          764.7333
    23      4.588051e-01          759.7825
    24      4.638832e-01          763.0497
    25      4.650755e-01          749.4323
    26      4.683193e-01          754.5037
    27      4.723456e-01          740.8364
    28      4.752118e-01          720.1612
    29      4.745639e-01          702.8118
    30      4.735763e-01          734.9688
    31      4.720412e-01          747.3721
    32      4.708880e-01          757.3572
    33      4.773750e-01          762.8423
    34      4.899484e-01          763.1400
    35      4.933890e-01          736.9377
    36      5.030445e-01          753.4453
    37      5.083082e-01          742.3876
    38      5.205049e-01          741.9388
    39      5.184323e-01          726.3166
    40      5.171671e-01          763.1894
    41      5.187134e-01          763.9741
    42      5.215766e-01          764.1900
    43      5.246980e-01          766.2503
    44      5.283524e-01          768.8950
    45      5.312614e-01          775.1124
    46      5.355874e-01          772.3117
    47      5.396799e-01          768.4873
    48      5.427162e-01          766.8911
    49      5.459471e-01          770.0744
    50      5.517352e-01          771.8367
    51      5.569455e-01          769.8691
    52      5.625404e-01          768.5997
    53      5.681213e-01          767.6340
    54      5.659363e-01          765.5204
    55      5.679810e-01          764.6230
    56      5.698143e-01          769.2728
    57      5.742869e-01          764.7172
    58      5.756512e-01          771.7325
    59      5.744120e-01          770.0588
    60      5.756650e-01          770.1436
    61      5.790747e-01          769.9295
    62      5.819306e-01          767.9293
    63      5.815921e-01          766.1178
    64      5.842080e-01          775.4310
    65      5.875804e-01          772.9857
    66      5.857291e-01          769.5828
    67      5.862172e-01          766.9023
    68      5.874833e-01          769.2267
    69      5.920156e-01          769.2197
    70      5.958876e-01          770.5014
    71      5.963770e-01          773.8831
    72      5.939488e-01          772.0610
    73      5.915506e-01          772.8083
    74      5.915902e-01          772.5181
    75      5.932341e-01          772.1782
    76      5.931696e-01          770.1572
    77      5.944368e-01          770.7065
    78      5.929300e-01          771.8342
    79      5.907156e-01          771.3651
    80      5.921819e-01          771.0989
    81      5.932632e-01          772.4584
    82      5.940635e-01          769.2427
    83      5.950773e-01          772.3957
    84      5.925410e-01          768.6628
    85      5.938625e-01          774.5904
    86      5.951237e-01          770.2819
    87      5.975205e-01          771.0537
    88      5.972446e-01          771.6635
    89      5.967480e-01          768.5590
    90      5.974663e-01          770.2640
    91      5.979154e-01          774.6881
    92      5.980949e-01          773.8307
    93      5.988961e-01          777.2004
    94      6.013374e-01          770.9708
    95      6.031722e-01          772.7335
    96      6.055893e-01          769.4322
    97      6.076254e-01          769.8943
    98      6.032266e-01          774.6600
    99      6.018471e-01          767.2508
   100      6.009192e-01          773.5303
   101      6.016487e-01          776.7001
   102      6.021554e-01          771.2366
   103      6.015204e-01          775.7687
   104      6.004932e-01          772.9705
   105      6.006265e-01          771.6475
