============================================================
gLV AD-EnKF parameter estimation run
============================================================
  data_truth_path   = gLV/data/glv_ahidden0p00_truth.npz
  data_obs_path     = gLV/data/glv_ahidden0p00_obs.npz
  init_theta_scale = 0.8
  lr                = 0.005
  process_std       = 0.01
  N_ens             = 50
  epochs            = 200
  chunk_length      = 10
============================================================
 Epoch    ||θ-θ_true||_2    Log-likelihood
------------------------------------------------------------
     0      3.798667e-01          674.5029
     1      3.774654e-01          711.3409
     2      3.762553e-01          720.9106
     3      3.770136e-01          702.6798
     4      3.760396e-01          721.6046
     5      3.762001e-01          717.9377
     6      3.757879e-01          738.2695
     7      3.755463e-01          746.7471
     8      3.753670e-01          727.7111
     9      3.765950e-01          727.9006
    10      3.784476e-01          737.8102
    11      3.791772e-01          737.1895
    12      3.802073e-01          746.3768
    13      3.808028e-01          731.1575
    14      3.813155e-01          696.5557
    15      3.851677e-01          700.8837
    16      3.895542e-01          704.3047
    17      3.897015e-01          741.4392
    18      3.914560e-01          747.8362
    19      3.917830e-01          755.9135
    20      3.945383e-01          743.7858
    21      3.954141e-01          743.5649
    22      3.984720e-01          757.0139
    23      4.011314e-01          741.6260
    24      4.017089e-01          747.8374
    25      4.028251e-01          752.9521
    26      4.057906e-01          744.5557
    27      4.057550e-01          752.9970
    28      4.069205e-01          769.3486
    29      4.098650e-01          766.4316
    30      4.104024e-01          766.7812
    31      4.116753e-01          751.3605
    32      4.114254e-01          741.4495
    33      4.126024e-01          745.4514
    34      4.153424e-01          763.2323
    35      4.150590e-01          754.4589
    36      4.192110e-01          734.1402
    37      4.504107e-01          574.8954
    38      4.651304e-01          680.8487
    39      4.577027e-01          731.9857
    40      4.563611e-01          742.9078
    41      4.551329e-01          740.9820
    42      4.546717e-01          750.4097
    43      4.527543e-01          744.5423
    44      4.535626e-01          737.5166
    45      4.554212e-01          756.9875
    46      4.556958e-01          753.9656
    47      4.563451e-01          758.0188
    48      4.559362e-01          756.7905
    49      4.555898e-01          745.5297
    50      4.554125e-01          751.3876
    51      4.551396e-01          751.7341
    52      4.556872e-01          751.9031
    53      4.558259e-01          749.8730
    54      4.548728e-01          755.4494
    55      4.548970e-01          752.1857
    56      4.553759e-01          751.2710
    57      4.552009e-01          749.0909
    58      4.558427e-01          750.1060
    59      4.551684e-01          753.6254
    60      4.553958e-01          750.6396
    61      4.553107e-01          742.1185
    62      4.550447e-01          752.7297
    63      4.555208e-01          759.5504
    64      4.551545e-01          754.0764
    65      4.552192e-01          756.4703
    66      4.550368e-01          749.7806
    67      4.541686e-01          753.4241
    68      4.546682e-01          746.6765
    69      4.556307e-01          758.2682
    70      4.556502e-01          754.4829
    71      4.551885e-01          755.5960
    72      4.541452e-01          761.5451
    73      4.543216e-01          750.2393
    74      4.552211e-01          739.5970
    75      4.556094e-01          760.2324
    76      4.553046e-01          753.3865
    77      4.549575e-01          749.6605
    78      4.548795e-01          743.8018
    79      4.553382e-01          762.5935
    80      4.542548e-01          755.6229
    81      4.547648e-01          757.7203
    82      4.542651e-01          750.5051
    83      4.541623e-01          750.1877
    84      4.524458e-01          752.7926
    85      4.496992e-01          754.3333
    86      4.479306e-01          756.2152
    87      4.507745e-01          740.7308
    88      4.574891e-01          729.4457
    89      4.594774e-01          760.0765
    90      4.589066e-01          753.4856
    91      4.595603e-01          752.8860
    92      4.593135e-01          759.2124
    93      4.602748e-01          756.9218
    94      4.600450e-01          755.1324
    95      4.597864e-01          753.6889
    96      4.601026e-01          751.3473
    97      4.598148e-01          744.3521
    98      4.595174e-01          747.1950
    99      4.601001e-01          756.6723
   100      4.595936e-01          753.0764
   101      4.599882e-01          750.1140
   102      4.600666e-01          757.0296
   103      4.599383e-01          755.0874
   104      4.601472e-01          753.9703
   105      4.596286e-01          752.5007
