============================================================
gLV AD-EnKF parameter estimation run
============================================================
  data_truth_path   = gLV/data/glv_ahidden0p00_truth.npz
  data_obs_path     = gLV/data/glv_ahidden0p00_obs.npz
  init_theta_scale = 1.0
  lr                = 0.005
  process_std       = 0.01
  N_ens             = 50
  epochs            = 200
  chunk_length      = 20
============================================================
 Epoch    ||θ-θ_true||_2    Log-likelihood
------------------------------------------------------------
     0      4.486476e-02          707.3397
     1      6.523358e-02          723.1718
     2      6.825790e-02          736.6215
     3      8.157867e-02          736.8777
     4      9.229668e-02          731.9250
     5      1.067714e-01          734.3450
     6      1.200525e-01          732.7380
     7      1.273078e-01          731.6921
     8      1.417378e-01          736.8230
     9      1.579743e-01          736.7823
    10      1.446897e-01          732.8618
    11      1.574190e-01          726.4862
    12      1.707946e-01          744.8603
    13      1.828028e-01          740.0688
    14      1.612614e-01          728.5620
    15      1.728448e-01          743.4789
    16      1.793472e-01          749.0193
    17      1.878054e-01          757.0820
    18      1.993057e-01          750.9636
    19      2.076367e-01          760.6833
    20      2.208880e-01          755.6493
    21      2.319048e-01          763.7760
    22      2.417477e-01          767.5269
    23      2.412706e-01          753.7443
    24      2.438872e-01          761.2130
    25      2.504382e-01          761.2693
    26      2.583282e-01          755.1584
    27      2.577819e-01          757.5498
    28      2.646182e-01          775.0991
    29      2.710516e-01          774.9836
    30      2.779405e-01          764.2426
    31      2.818477e-01          764.2934
    32      2.906785e-01          760.2822
    33      2.958384e-01          761.2571
    34      2.929233e-01          766.8762
    35      2.994696e-01          759.5275
    36      2.815040e-01          743.8448
    37      2.905000e-01          756.0028
    38      3.005697e-01          762.3113
    39      3.107542e-01          784.5864
    40      3.114201e-01          774.0455
    41      3.127412e-01          774.4639
    42      3.145434e-01          784.0687
    43      3.158168e-01          780.0547
    44      3.178465e-01          771.8306
    45      3.188047e-01          778.3773
    46      3.201630e-01          789.8693
    47      3.218606e-01          780.7053
    48      3.233765e-01          783.3995
    49      3.249410e-01          778.4066
    50      3.264045e-01          778.0891
    51      3.284277e-01          781.2891
    52      3.308336e-01          773.1924
    53      3.328239e-01          771.1888
    54      3.342271e-01          786.3333
    55      3.357328e-01          770.4463
    56      3.377481e-01          782.5127
    57      3.391013e-01          783.7062
    58      3.402932e-01          772.4746
    59      3.415605e-01          780.7571
    60      3.420950e-01          777.3379
    61      3.434244e-01          778.9335
    62      3.444005e-01          779.4209
    63      3.449931e-01          780.7707
    64      3.461828e-01          775.0623
    65      3.477098e-01          774.1036
    66      3.493268e-01          772.2232
    67      3.506636e-01          773.7037
    68      3.516583e-01          774.9258
    69      3.533473e-01          772.3572
    70      3.549682e-01          777.2461
    71      3.560561e-01          768.8696
    72      3.580037e-01          787.4443
    73      3.593132e-01          776.3147
    74      3.606787e-01          771.7015
    75      3.624853e-01          777.0936
    76      3.637170e-01          771.3457
    77      3.644114e-01          768.6307
    78      3.647507e-01          769.1140
    79      3.656077e-01          778.7571
    80      3.667537e-01          782.3207
    81      3.671360e-01          779.1887
    82      3.682446e-01          767.6518
    83      3.697185e-01          772.9296
    84      3.711965e-01          781.9247
    85      3.723446e-01          780.5978
    86      3.786091e-01          352.1025
    87      3.798810e-01          767.8284
    88      3.806047e-01          766.7252
    89      3.803939e-01          773.6878
    90      3.779471e-01          767.3578
    91      3.765145e-01          767.6703
    92      3.789969e-01          705.6324
    93      3.799695e-01          772.3179
    94      3.802739e-01          774.1519
    95      3.796486e-01          771.5435
    96      3.795195e-01          760.8310
    97      3.772044e-01          715.2447
    98      3.796136e-01          598.4997
    99      3.810566e-01          774.7691
   100      3.813701e-01          769.3849
   101      3.818145e-01          783.5670
   102      3.823881e-01          773.1431
   103      3.831799e-01          781.1958
   104      3.839312e-01          771.1869
   105      3.847088e-01          776.0433
   106      3.828656e-01          761.5815
   107      3.813538e-01          774.6559
   108      3.809986e-01          767.3036
   109      3.803982e-01          772.2964
   110      3.811444e-01          767.3250
   111      3.814359e-01          772.1002
   112      3.855359e-01          423.7201
   113      3.876459e-01          770.8723
   114      3.885089e-01          777.0504
   115      3.887530e-01          774.9878
   116      3.895267e-01          780.2135
   117      3.902517e-01          771.0390
   118      3.928849e-01          669.3728
   119      3.979680e-01          547.3513
   120      3.999374e-01          746.5903
   121      4.024706e-01          721.2227
   122      4.051311e-01          672.7261
   123      4.058263e-01          749.0392
   124      4.080892e-01          694.4711
   125      4.097390e-01          656.9033
   126      4.248513e-01          -68.0760
   127      4.317616e-01          576.2341
   128      4.291836e-01          666.6448
   129      4.290480e-01          691.2217
   130      4.303061e-01          708.1757
   131      4.303974e-01          725.2081
   132      4.296502e-01          695.2412
   133      4.297585e-01          708.6094
   134      4.298098e-01          713.6580
   135      4.299983e-01          722.0280
   136      4.301654e-01          718.1248
   137      4.303320e-01          697.2606
   138      4.301165e-01          702.9203
   139      4.298036e-01          716.6844
   140      4.301301e-01          694.3590
   141      4.309653e-01          721.0006
   142      4.308436e-01          692.1277
   143      4.303149e-01          679.1547
   144      4.303742e-01          709.6463
   145      4.304813e-01          716.1512
   146      4.304165e-01          701.0350
   147      4.304986e-01          702.9816
   148      4.305561e-01          720.9175
   149      4.305778e-01          716.6343
   150      4.307109e-01          704.8951
   151      4.306853e-01          705.0008
   152      4.308802e-01          709.0656
   153      4.310740e-01          709.2025
   154      4.313719e-01          729.5757
