============================================================
gLV AD-EnKF parameter estimation run
============================================================
  data_truth_path   = gLV/data/glv_ahidden0p00_truth.npz
  data_obs_path     = gLV/data/glv_ahidden0p00_obs.npz
  init_theta_scale = 0.8
  lr                = 0.01
  process_std       = 0.01
  N_ens             = 50
  epochs            = 200
  chunk_length      = 10
============================================================
 Epoch    ||θ-θ_true||_2    Log-likelihood
------------------------------------------------------------
     0      3.833810e-01          592.2136
     1      3.770429e-01          638.6730
     2      3.695233e-01          706.7977
     3      3.713603e-01          703.9711
     4      3.670074e-01          707.2908
     5      3.712441e-01          686.5321
     6      3.742425e-01          743.7963
     7      3.766496e-01          746.9170
     8      3.797321e-01          715.7706
     9      3.908515e-01          699.7833
    10      4.147999e-01          711.2213
    11      4.172545e-01          756.4283
    12      4.232048e-01          760.5423
    13      4.320101e-01          753.0601
    14      4.745385e-01          656.4749
    15      4.992384e-01          713.8456
    16      5.040222e-01          717.8065
    17      4.964826e-01          730.7270
    18      4.982167e-01          741.9849
    19      4.911310e-01          747.5152
    20      4.868237e-01          730.2601
    21      4.761496e-01          733.1559
    22      4.821846e-01          738.8646
    23      4.848014e-01          730.3065
    24      4.859907e-01          719.6713
    25      4.834268e-01          734.9694
    26      4.720187e-01          741.8938
    27      4.655536e-01          741.2043
    28      4.607395e-01          747.9898
    29      4.608115e-01          735.7256
    30      4.592757e-01          746.9298
    31      4.628977e-01          743.8788
    32      4.612312e-01          739.6880
    33      4.640880e-01          720.9258
    34      4.599519e-01          734.9211
    35      4.577146e-01          750.9624
    36      4.588830e-01          721.1971
    37      4.592446e-01          729.6956
    38      4.592414e-01          744.6754
    39      4.566863e-01          756.3063
    40      4.546293e-01          749.0040
    41      4.520304e-01          750.6115
    42      4.533304e-01          760.3461
    43      4.521834e-01          754.5258
    44      4.531465e-01          748.4315
    45      4.530357e-01          766.4796
    46      4.526003e-01          761.3927
    47      4.530603e-01          765.1092
    48      4.524074e-01          762.7502
    49      4.521672e-01          754.0912
    50      4.518480e-01          756.7571
    51      4.508632e-01          755.9053
    52      4.525347e-01          757.2791
    53      4.532470e-01          753.2264
    54      4.517337e-01          756.7667
    55      4.511538e-01          755.0718
    56      4.545780e-01          756.7812
    57      4.525666e-01          749.6572
    58      4.568873e-01          750.9427
    59      4.521041e-01          749.7358
    60      4.583178e-01          753.4254
    61      4.554044e-01          737.8860
    62      4.571969e-01          753.9901
    63      4.556297e-01          762.5669
    64      4.583909e-01          753.4810
    65      4.572985e-01          756.0093
    66      4.586669e-01          753.1748
    67      4.580691e-01          752.8241
    68      4.595803e-01          750.1857
    69      4.600072e-01          758.0790
    70      4.600027e-01          753.6200
    71      4.616033e-01          756.7148
    72      4.599484e-01          757.8572
    73      4.614858e-01          753.5294
    74      4.699427e-01          734.3051
    75      4.682417e-01          750.2784
    76      4.689658e-01          751.4647
    77      4.689846e-01          746.9656
    78      4.701503e-01          741.8267
    79      4.696689e-01          757.6268
    80      4.701897e-01          755.5682
    81      4.708274e-01          757.8245
    82      4.708380e-01          747.4982
    83      4.712366e-01          749.8142
    84      4.706369e-01          755.1218
    85      4.712093e-01          759.9675
    86      4.755350e-01          750.0544
    87      4.817210e-01          749.0003
    88      4.817643e-01          751.8090
    89      4.816583e-01          754.5285
    90      4.836242e-01          748.8574
    91      4.840271e-01          745.4462
    92      4.846459e-01          753.1326
    93      4.859737e-01          753.8132
    94      4.876911e-01          746.1625
    95      4.870429e-01          744.2672
    96      4.881576e-01          747.5933
    97      4.884650e-01          741.1334
    98      4.890765e-01          740.8254
    99      4.899808e-01          751.9328
   100      4.900146e-01          748.7850
   101      4.918735e-01          748.6289
   102      4.914387e-01          751.9908
   103      4.926510e-01          748.6129
   104      4.928589e-01          747.7198
   105      4.939249e-01          746.7236
