============================================================
gLV AD-EnKF parameter estimation run
============================================================
  data_truth_path   = gLV/data/glv_ahidden0p00_truth.npz
  data_obs_path     = gLV/data/glv_ahidden0p00_obs.npz
  init_theta_scale = 0.8
  lr                = 0.005
  process_std       = 0.02
  N_ens             = 50
  epochs            = 200
  chunk_length      = 20
============================================================
 Epoch    ||θ-θ_true||_2    Log-likelihood
------------------------------------------------------------
     0      3.761058e-01          722.7239
     1      3.758118e-01          755.4847
     2      3.742584e-01          743.0287
     3      3.765489e-01          764.4048
     4      3.782045e-01          770.9527
     5      3.827243e-01          769.6443
     6      3.859330e-01          766.7668
     7      3.883226e-01          770.5613
     8      3.950716e-01          764.0424
     9      4.017064e-01          767.7437
    10      4.063586e-01          768.6946
    11      4.102883e-01          753.5566
    12      4.171615e-01          762.3091
    13      4.198280e-01          751.9014
    14      4.018127e-01          664.7378
    15      4.058530e-01          733.4716
    16      4.049579e-01          762.0125
    17      4.062130e-01          773.6342
    18      4.081925e-01          765.7036
    19      4.126213e-01          784.7624
    20      4.163772e-01          768.6124
    21      4.217391e-01          777.3116
    22      4.268738e-01          780.2702
    23      4.306032e-01          760.6123
    24      4.313765e-01          765.4455
    25      4.341283e-01          767.2449
    26      4.373060e-01          757.3857
    27      4.409722e-01          765.7216
    28      4.456959e-01          778.4507
    29      4.511595e-01          763.1390
    30      4.541568e-01          761.9745
    31      4.592266e-01          759.4183
    32      4.613068e-01          747.4598
    33      4.645763e-01          755.6795
    34      4.662170e-01          764.4865
    35      4.724168e-01          755.1481
    36      4.761544e-01          751.7529
    37      4.752440e-01          740.1831
    38      4.804671e-01          754.0688
    39      4.837670e-01          765.7454
    40      4.848864e-01          769.7101
    41      4.855016e-01          768.6840
    42      4.862202e-01          770.4904
    43      4.867520e-01          768.2023
    44      4.872690e-01          761.8136
    45      4.872185e-01          772.1378
    46      4.875304e-01          778.3187
    47      4.881269e-01          769.9708
    48      4.888654e-01          772.7361
    49      4.896552e-01          771.9660
    50      4.899648e-01          768.7698
    51      4.910493e-01          771.8927
    52      4.927751e-01          765.7191
    53      4.940093e-01          761.0737
    54      4.943725e-01          779.7554
    55      4.947723e-01          762.1762
    56      4.960685e-01          776.0945
    57      4.968784e-01          776.0873
    58      4.973750e-01          765.6443
    59      4.974145e-01          768.9171
    60      4.970671e-01          766.1373
    61      4.971247e-01          767.0203
    62      4.960635e-01          759.4641
    63      4.953559e-01          773.8508
    64      4.953851e-01          763.8616
    65      4.962677e-01          768.0148
    66      4.970720e-01          761.2813
    67      4.976353e-01          764.4084
    68      4.979588e-01          770.4677
    69      4.984916e-01          764.3058
    70      4.988444e-01          768.9427
    71      4.990813e-01          764.2811
    72      5.004728e-01          782.4152
    73      5.010769e-01          772.4267
    74      5.013643e-01          766.2910
    75      5.021611e-01          765.1909
    76      5.027137e-01          767.1391
    77      5.025143e-01          757.0797
    78      5.019943e-01          761.9184
    79      5.021158e-01          771.3066
    80      5.025933e-01          775.8621
    81      5.027174e-01          773.2939
    82      5.034189e-01          762.3726
    83      5.039231e-01          767.7918
    84      5.045564e-01          776.0516
    85      5.050763e-01          774.5386
    86      5.084974e-01          450.5340
    87      5.096514e-01          761.2582
    88      5.100406e-01          762.3309
    89      5.089863e-01          757.0679
    90      5.060315e-01          756.3223
    91      5.039155e-01          760.6791
    92      5.044777e-01          717.5363
    93      5.051718e-01          772.6974
    94      5.055320e-01          769.8885
    95      5.053598e-01          771.6021
    96      5.054836e-01          760.0928
    97      5.046359e-01          748.0151
    98      5.064706e-01          640.6602
    99      5.077415e-01          767.5156
   100      5.078333e-01          764.4924
   101      5.080913e-01          777.7051
   102      5.084953e-01          768.9894
   103      5.091178e-01          775.6546
   104      5.096144e-01          764.5850
   105      5.100447e-01          770.2741
