============================================================
gLV AD-EnKF parameter estimation run
============================================================
  data_truth_path   = gLV/data/glv_ahidden0p00_truth.npz
  data_obs_path     = gLV/data/glv_ahidden0p00_obs.npz
  init_theta_scale = 0.5
  lr                = 0.005
  process_std       = 0.02
  N_ens             = 50
  epochs            = 200
  chunk_length      = 20
============================================================
 Epoch    ||θ-θ_true||_2    Log-likelihood
------------------------------------------------------------
     0      9.419053e-01          673.2760
     1      9.414694e-01          733.5020
     2      9.384127e-01          718.9997
     3      9.384317e-01          752.4763
     4      9.404379e-01          755.4875
     5      9.426536e-01          757.1844
     6      9.436269e-01          748.3412
     7      9.448983e-01          745.7683
     8      9.455985e-01          733.7828
     9      9.442168e-01          715.3397
    10      9.449723e-01          737.8708
    11      9.458227e-01          743.0182
    12      9.470840e-01          743.3893
    13      9.475629e-01          744.2288
    14      9.453348e-01          735.9119
    15      9.471020e-01          744.3678
    16      9.484819e-01          733.4510
    17      9.464495e-01          715.1240
    18      9.462836e-01          731.1187
    19      9.460673e-01          729.0215
    20      9.481187e-01          727.1296
    21      9.514089e-01          731.6998
    22      9.521430e-01          746.3938
    23      9.564618e-01          717.3097
    24      9.564064e-01          679.3436
    25      9.573246e-01          604.6389
    26      9.566124e-01          688.5680
    27      9.564328e-01          718.5926
    28      9.576940e-01          745.4034
    29      9.580089e-01          732.0741
    30      9.583412e-01          752.5265
    31      9.588533e-01          749.4420
    32      9.597351e-01          746.1207
    33      9.598011e-01          742.4097
    34      9.601849e-01          742.6123
    35      9.610368e-01          750.7949
    36      9.617843e-01          736.5054
    37      9.630445e-01          734.9236
    38      9.636307e-01          742.1041
    39      9.638931e-01          752.9185
    40      9.640147e-01          742.7681
    41      9.639900e-01          742.3031
    42      9.641160e-01          747.2202
    43      9.644042e-01          747.0650
    44      9.646078e-01          740.3999
    45      9.649647e-01          756.8857
    46      9.651471e-01          752.1782
    47      9.653894e-01          759.3317
    48      9.656103e-01          760.0179
    49      9.657494e-01          747.9897
    50      9.658481e-01          753.5176
    51      9.660462e-01          750.8775
    52      9.662275e-01          752.9596
    53      9.664145e-01          753.0504
    54      9.665236e-01          752.0795
    55      9.666933e-01          751.6621
    56      9.667747e-01          753.3149
    57      9.670054e-01          749.4241
    58      9.672486e-01          748.1415
    59      9.675291e-01          752.2499
    60      9.675777e-01          747.2639
    61      9.677554e-01          740.0263
    62      9.680899e-01          750.4115
    63      9.683863e-01          761.4548
    64      9.684356e-01          753.2572
    65      9.684751e-01          754.8456
    66      9.686265e-01          748.8497
    67      9.688442e-01          752.4365
    68      9.690470e-01          745.3815
    69      9.693048e-01          757.4893
    70      9.693361e-01          756.2175
    71      9.695282e-01          755.4240
    72      9.697151e-01          759.6990
    73      9.696678e-01          753.9860
    74      9.700112e-01          734.7410
    75      9.705313e-01          756.3687
    76      9.707946e-01          751.4083
    77      9.708549e-01          745.8339
    78      9.710469e-01          743.4474
    79      9.712406e-01          763.2294
    80      9.711763e-01          757.5090
    81      9.714065e-01          757.9581
    82      9.715476e-01          751.1674
    83      9.715644e-01          752.8668
    84      9.716903e-01          758.1724
    85      9.719932e-01          756.5994
    86      9.722581e-01          754.3970
    87      9.726177e-01          750.4759
    88      9.729325e-01          757.8619
    89      9.730536e-01          757.9243
    90      9.731122e-01          753.5449
    91      9.732439e-01          750.8452
    92      9.733529e-01          759.3582
    93      9.736572e-01          759.4305
    94      9.738229e-01          757.2498
    95      9.739186e-01          750.1048
    96      9.740664e-01          751.4378
    97      9.741529e-01          746.5743
    98      9.742228e-01          741.1826
    99      9.745122e-01          758.0469
   100      9.746745e-01          751.5316
   101      9.748462e-01          751.4221
   102      9.749702e-01          759.4851
   103      9.751217e-01          753.1030
   104      9.752505e-01          749.6760
   105      9.754463e-01          749.8658
   106      9.755905e-01          755.1352
   107      9.757176e-01          761.3179
   108      9.758989e-01          751.2203
   109      9.761209e-01          756.5883
   110      9.761764e-01          749.9222
   111      9.763144e-01          743.4194
   112      9.766265e-01          743.5029
   113      9.769181e-01          757.2808
   114      9.771811e-01          750.3135
   115      9.774531e-01          751.2455
   116      9.778013e-01          759.0233
   117      9.780110e-01          755.0400
   118      9.782862e-01          747.1619
   119      9.784102e-01          746.7717
   120      9.785768e-01          749.2156
   121      9.787216e-01          742.7723
   122      9.788019e-01          758.1641
   123      9.789608e-01          748.1895
   124      9.791542e-01          746.5230
   125      9.793982e-01          752.9600
   126      9.794965e-01          758.6638
   127      9.796050e-01          755.4379
   128      9.797578e-01          751.2007
   129      9.799168e-01          747.9211
   130      9.800791e-01          752.1644
   131      9.801428e-01          754.5652
   132      9.802874e-01          746.0657
   133      9.804437e-01          743.6448
   134      9.806215e-01          752.5183
   135      9.806803e-01          760.6962
   136      9.808216e-01          757.9865
   137      9.811024e-01          743.6611
   138      9.811817e-01          747.6604
   139      9.813989e-01          764.3111
   140      9.816377e-01          748.8079
   141      9.818038e-01          749.1879
   142      9.820559e-01          746.7217
   143      9.823688e-01          750.3389
   144      9.825035e-01          748.0385
   145      9.826270e-01          757.9987
   146      9.827657e-01          744.9028
   147      9.828912e-01          749.5613
   148      9.830301e-01          754.3365
   149      9.831777e-01          757.1742
   150      9.833362e-01          749.8762
   151      9.834993e-01          753.2572
   152      9.837640e-01          752.6365
   153      9.839176e-01          753.4117
   154      9.842519e-01          763.3088
   155      9.845521e-01          745.1387
   156      9.847049e-01          745.3011
   157      9.848555e-01          750.3973
   158      9.851117e-01          766.1548
   159      9.851369e-01          748.4108
   160      9.852238e-01          739.9070
   161      9.854773e-01          752.5123
   162      9.856980e-01          745.3853
   163      9.859554e-01          751.3708
   164      9.861424e-01          751.4883
   165      9.862691e-01          759.1424
   166      9.864335e-01          754.8410
   167      9.866897e-01          754.8008
   168      9.870237e-01          758.9481
   169      9.873076e-01          746.7179
   170      9.875743e-01          755.2644
   171      9.878052e-01          754.8907
   172      9.880025e-01          752.3828
   173      9.882135e-01          751.8787
   174      9.883302e-01          752.9360
   175      9.884816e-01          760.8510
   176      9.887273e-01          750.7532
   177      9.887990e-01          754.9189
   178      9.889550e-01          754.2043
   179      9.891239e-01          754.9261
   180      9.891572e-01          752.9854
   181      9.893025e-01          747.5685
   182      9.895688e-01          748.8715
   183      9.897878e-01          759.6758
   184      9.898963e-01          754.6339
   185      9.900358e-01          750.8196
   186      9.902222e-01          748.1986
   187      9.903675e-01          745.5898
   188      9.905981e-01          752.2924
   189      9.907739e-01          752.0145
   190      9.910191e-01          751.3930
   191      9.911530e-01          759.1613
   192      9.913094e-01          751.5644
   193      9.914457e-01          746.4977
   194      9.916075e-01          754.8432
   195      9.917828e-01          757.9474
   196      9.918604e-01          757.3823
   197      9.920668e-01          763.2917
   198      9.922690e-01          757.3416
   199      9.923257e-01          759.3112
------------------------------------------------------------
Summary
------------------------------------------------------------
  Final  ||θ - θ_true||_2  = 9.923257e-01
  Final  log-likelihood   = 759.3112
  Best   log-likelihood   = 766.1548  (epoch 158)
============================================================
