============================================================
gLV AD-EnKF parameter estimation run
============================================================
  data_truth_path   = gLV/data/glv_ahidden0p00_truth.npz
  data_obs_path     = gLV/data/glv_ahidden0p00_obs.npz
  init_theta_scale = 0.8
  lr                = 0.005
  process_std       = 0.02
  N_ens             = 50
  epochs            = 200
  chunk_length      = 10
============================================================
 Epoch    ||θ-θ_true||_2    Log-likelihood
------------------------------------------------------------
     0      3.796364e-01          714.9111
     1      3.797162e-01          746.7510
     2      3.802204e-01          756.7675
     3      3.811166e-01          759.5667
     4      3.821898e-01          759.5425
     5      3.866141e-01          752.7166
     6      3.908084e-01          763.0258
     7      3.914233e-01          768.5672
     8      3.924443e-01          750.2532
     9      3.957964e-01          741.4946
    10      4.046670e-01          734.4962
    11      4.097677e-01          744.3132
    12      4.122465e-01          764.4794
    13      4.139984e-01          753.8810
    14      4.138588e-01          751.4518
    15      4.152666e-01          750.2092
    16      4.166277e-01          746.7133
    17      4.168781e-01          749.4487
    18      4.193793e-01          750.4590
    19      4.188451e-01          761.3367
    20      4.199211e-01          750.7087
    21      4.214563e-01          754.8671
    22      4.262538e-01          766.6623
    23      4.384714e-01          717.4621
    24      4.506608e-01          713.6484
    25      4.662393e-01          669.6638
    26      4.538383e-01          719.2832
    27      4.554599e-01          736.5455
    28      4.631127e-01          740.1008
    29      4.668230e-01          721.9594
    30      4.621172e-01          730.8458
    31      4.601387e-01          743.7795
    32      4.610805e-01          733.8488
    33      4.578382e-01          726.8361
    34      4.539687e-01          723.7351
    35      4.537749e-01          742.8466
    36      4.557368e-01          711.5511
    37      4.556887e-01          717.2876
    38      4.555468e-01          738.3793
    39      4.574994e-01          748.6531
    40      4.545007e-01          739.5856
    41      4.531942e-01          743.4177
    42      4.541630e-01          754.8101
    43      4.538294e-01          747.4550
    44      4.554058e-01          742.6003
    45      4.566134e-01          761.0615
    46      4.569075e-01          755.0154
    47      4.579569e-01          759.4681
    48      4.577028e-01          759.3478
    49      4.578481e-01          748.5913
    50      4.581130e-01          752.8203
    51      4.581360e-01          751.2429
    52      4.593169e-01          750.3885
    53      4.601942e-01          750.2318
    54      4.594698e-01          755.9746
    55      4.594742e-01          750.8232
    56      4.612931e-01          751.3458
    57      4.610665e-01          746.5068
    58      4.627897e-01          746.9085
    59      4.621145e-01          753.1842
    60      4.632659e-01          750.0794
    61      4.631596e-01          741.0472
    62      4.633788e-01          751.2076
    63      4.635608e-01          758.8035
    64      4.640364e-01          751.8783
    65      4.646996e-01          754.7431
    66      4.649144e-01          748.3778
    67      4.653983e-01          751.2467
    68      4.658650e-01          746.6178
    69      4.665568e-01          756.7179
    70      4.665919e-01          752.4642
    71      4.668877e-01          754.9893
    72      4.663189e-01          760.0870
    73      4.661304e-01          749.8946
    74      4.689880e-01          735.3722
    75      4.700106e-01          756.9334
    76      4.703029e-01          752.0098
    77      4.699319e-01          746.5077
    78      4.702439e-01          742.2730
    79      4.708638e-01          761.0667
    80      4.702812e-01          752.5941
    81      4.711871e-01          756.6287
    82      4.707906e-01          746.4213
    83      4.710471e-01          748.5068
    84      4.703654e-01          753.0022
    85      4.699681e-01          755.9263
    86      4.712898e-01          751.4432
    87      4.754595e-01          742.8173
    88      4.778370e-01          753.2114
    89      4.777347e-01          754.8220
    90      4.780181e-01          750.4822
    91      4.789739e-01          749.8109
    92      4.790833e-01          755.5968
    93      4.800374e-01          751.9337
    94      4.803191e-01          751.2902
    95      4.803641e-01          749.9194
    96      4.810583e-01          745.4796
    97      4.809601e-01          740.3406
    98      4.811690e-01          739.2656
    99      4.819970e-01          750.5888
   100      4.819388e-01          749.7348
   101      4.827632e-01          745.5645
   102      4.827312e-01          754.7646
   103      4.830677e-01          751.9798
   104      4.833288e-01          749.2664
   105      4.835534e-01          748.8881
