============================================================
gLV AD-EnKF parameter estimation run
============================================================
  data_truth_path   = gLV/data/glv_ahidden0p00_truth.npz
  data_obs_path     = gLV/data/glv_ahidden0p00_obs.npz
  init_theta_scale = 0.8
  lr                = 0.01
  process_std       = 0.0
  N_ens             = 50
  epochs            = 200
  chunk_length      = 20
============================================================
 Epoch    ||θ-θ_true||_2    Log-likelihood
------------------------------------------------------------
     0      3.750778e-01         -116.1631
     1      3.761806e-01           97.2069
     2      3.807074e-01        -1156.6401
     3      3.956264e-01          349.2733
     4      3.951995e-01          513.6810
     5      3.921449e-01          561.6667
     6      3.893077e-01          594.1595
     7      3.856170e-01          585.1245
     8      3.834152e-01          614.9474
     9      3.825468e-01          606.3388
    10      3.828063e-01          586.2762
    11      3.845964e-01          604.7123
    12      3.866502e-01          595.9072
    13      3.897246e-01          592.3089
    14      3.940040e-01          579.0712
    15      3.985949e-01          586.1289
    16      4.042723e-01          594.7372
    17      4.105357e-01          588.5799
    18      4.170105e-01          586.4195
    19      4.257527e-01          569.5184
    20      4.350829e-01          587.2853
    21      4.452367e-01          584.8695
    22      4.582913e-01          566.9679
    23      4.727550e-01          572.5952
    24      4.873762e-01          573.6959
    25      5.019211e-01          558.8833
    26      5.204559e-01          555.8385
    27      5.355120e-01          556.1957
    28      5.253893e-01          537.3984
    29      5.272548e-01          529.7542
    30      5.266531e-01          548.8563
    31      5.257260e-01          564.5253
    32      5.249547e-01          581.7255
    33      5.240927e-01          594.9177
    34      5.234327e-01          605.4705
    35      5.241516e-01          614.0106
    36      5.248112e-01          612.5574
    37      5.279418e-01          609.4518
    38      5.310501e-01          623.9281
    39      5.350248e-01          614.6328
    40      5.356260e-01          672.3159
    41      5.356948e-01          670.7358
    42      5.363474e-01          668.3915
    43      5.365174e-01          672.5286
    44      5.367154e-01          672.5214
    45      5.367885e-01          674.0089
    46      5.370114e-01          670.7737
    47      5.375667e-01          665.4293
    48      5.375547e-01          669.5723
    49      5.377348e-01          670.2514
    50      5.381444e-01          667.4638
    51      5.387460e-01          668.3192
    52      5.394282e-01          669.8498
    53      5.397461e-01          665.8451
    54      5.397632e-01          669.0189
    55      5.401405e-01          672.2082
    56      5.397117e-01          660.9834
    57      5.400610e-01          674.9354
    58      5.405458e-01          672.8391
    59      5.408784e-01          666.0959
    60      5.411040e-01          667.4474
    61      5.412046e-01          668.3679
    62      5.410666e-01          665.6923
    63      5.409799e-01          669.0356
    64      5.418440e-01          657.8182
    65      5.417568e-01          668.6412
    66      5.424621e-01          658.7684
    67      5.430264e-01          669.2874
    68      5.429096e-01          667.0440
    69      5.433111e-01          666.0335
    70      5.439565e-01          667.7833
    71      5.445459e-01          666.4213
    72      5.449590e-01          670.2747
    73      5.452696e-01          665.4489
    74      5.457099e-01          666.9875
    75      5.455188e-01          659.6833
    76      5.449066e-01          647.2361
    77      5.448708e-01          671.4490
    78      5.446607e-01          668.5736
    79      5.451919e-01          667.5729
    80      5.457025e-01          672.3370
    81      5.460750e-01          668.5342
    82      5.464499e-01          663.3915
    83      5.455863e-01          661.6902
    84      5.453314e-01          670.4613
    85      5.457858e-01          672.1562
    86      5.458112e-01          669.3112
    87      5.457755e-01          670.9356
    88      5.461025e-01          671.9064
    89      5.451726e-01          667.5681
    90      5.457217e-01          671.4401
    91      5.466146e-01          668.6990
    92      5.470385e-01          672.9362
    93      5.464568e-01          661.3419
    94      5.467153e-01          672.6628
    95      5.464861e-01          669.6440
    96      5.458258e-01          648.9518
    97      5.461724e-01          672.7623
    98      5.469224e-01          669.2286
    99      5.476384e-01          670.0220
   100      5.484871e-01          670.3817
   101      5.490401e-01          671.4970
   102      5.496354e-01          671.4731
   103      5.502239e-01          670.0949
   104      5.500546e-01          669.3834
   105      5.484781e-01          642.5628
