============================================================
gLV AD-EnKF parameter estimation run
============================================================
  data_truth_path   = gLV/data/glv_ahidden0p00_truth.npz
  data_obs_path     = gLV/data/glv_ahidden0p00_obs.npz
  init_theta_scale = 1.0
  lr                = 0.005
  process_std       = 0.01
  N_ens             = 50
  epochs            = 200
  chunk_length      = 10
============================================================
 Epoch    ||θ-θ_true||_2    Log-likelihood
------------------------------------------------------------
     0      2.076126e-02          706.3898
     1      3.384445e-02          719.9080
     2      4.209486e-02          723.8067
     3      5.525815e-02          712.1671
     4      6.187223e-02          711.1964
     5      7.186440e-02          706.0966
     6      8.048312e-02          704.7500
     7      9.033357e-02          717.1145
     8      9.893710e-02          696.0955
     9      1.072443e-01          695.7372
    10      1.171427e-01          722.3240
    11      1.262835e-01          729.8906
    12      1.323459e-01          743.8979
    13      1.386545e-01          734.6757
    14      1.428707e-01          729.7421
    15      1.538813e-01          728.7718
    16      1.639482e-01          734.8266
    17      1.711629e-01          738.7890
    18      1.807320e-01          740.2264
    19      1.868145e-01          752.5177
    20      1.962247e-01          746.3329
    21      2.035206e-01          754.3690
    22      2.127535e-01          763.9821
    23      2.204614e-01          737.6349
    24      2.220283e-01          738.1367
    25      2.246457e-01          741.6655
    26      2.320467e-01          734.8051
    27      2.354557e-01          746.7020
    28      2.431971e-01          763.7487
    29      2.524709e-01          764.5585
    30      2.510203e-01          757.6509
    31      2.502226e-01          747.0150
    32      2.499475e-01          741.3366
    33      2.521293e-01          747.5995
    34      2.574911e-01          759.1068
    35      2.553135e-01          747.4772
    36      2.851710e-01          691.3110
    37      3.097762e-01          616.9223
    38      3.218291e-01          696.6478
    39      3.129503e-01          724.8775
    40      3.101354e-01          732.7109
    41      3.086700e-01          732.2281
    42      3.084823e-01          745.3502
    43      3.065813e-01          736.7786
    44      3.078081e-01          732.0447
    45      3.094221e-01          749.6780
    46      3.102121e-01          743.5523
    47      3.111106e-01          749.4417
    48      3.107100e-01          749.2932
    49      3.103137e-01          738.0842
    50      3.097376e-01          739.0002
    51      3.098227e-01          739.5097
    52      3.112942e-01          738.3456
    53      3.121491e-01          737.4782
    54      3.110240e-01          747.9147
    55      3.109819e-01          742.6743
    56      3.120250e-01          740.5646
    57      3.124337e-01          739.2491
    58      3.131444e-01          738.3929
    59      3.125736e-01          744.6968
    60      3.134278e-01          740.0069
    61      3.130120e-01          730.4610
    62      3.122539e-01          741.3071
    63      3.127260e-01          746.7905
    64      3.126098e-01          744.2120
    65      3.131920e-01          744.1320
    66      3.129729e-01          736.4692
    67      3.131246e-01          740.7831
    68      3.139744e-01          738.6081
    69      3.145716e-01          747.5604
    70      3.143264e-01          741.9921
    71      3.147993e-01          746.5856
    72      3.149543e-01          752.6489
    73      3.152728e-01          740.1303
    74      3.159508e-01          729.4835
    75      3.171616e-01          747.3788
    76      3.178166e-01          744.2987
    77      3.168774e-01          738.1942
    78      3.167397e-01          734.5571
    79      3.178242e-01          752.4954
    80      3.165904e-01          741.6742
    81      3.173600e-01          747.0919
    82      3.167131e-01          739.8132
    83      3.167695e-01          738.9786
    84      3.154872e-01          745.3292
    85      3.134188e-01          747.6613
    86      3.155672e-01          741.1099
    87      3.197359e-01          739.8950
    88      3.222986e-01          745.8965
    89      3.212050e-01          744.9923
    90      3.205446e-01          741.5897
    91      3.222120e-01          741.9147
    92      3.222061e-01          748.2616
    93      3.241094e-01          742.4365
    94      3.238597e-01          745.1179
    95      3.233073e-01          743.9812
    96      3.242895e-01          736.6026
    97      3.247536e-01          731.2362
    98      3.239611e-01          733.4415
    99      3.247060e-01          738.6177
   100      3.250116e-01          742.1804
   101      3.253706e-01          735.9323
   102      3.255475e-01          746.1710
   103      3.256140e-01          746.5640
   104      3.261766e-01          743.8085
   105      3.260111e-01          741.8321
   106      3.264967e-01          751.4662
   107      3.272146e-01          743.2704
   108      3.272433e-01          739.2847
   109      3.270675e-01          737.3038
   110      3.261113e-01          733.8377
   111      3.272098e-01          733.6381
   112      3.288117e-01          735.3733
   113      3.271737e-01          740.4215
   114      3.294798e-01          740.2686
   115      3.288322e-01          740.3159
   116      3.296706e-01          748.4606
   117      3.296199e-01          739.7820
   118      3.303083e-01          731.5822
   119      3.300109e-01          734.4062
   120      3.297538e-01          736.5191
   121      3.304730e-01          729.3469
   122      3.308831e-01          743.8135
   123      3.304658e-01          734.0388
   124      3.305875e-01          731.1132
   125      3.316153e-01          735.8083
   126      3.314014e-01          744.9201
   127      3.316168e-01          746.0435
   128      3.320727e-01          736.4775
   129      3.328636e-01          736.3004
   130      3.330589e-01          739.5840
   131      3.330328e-01          747.3532
   132      3.335983e-01          735.0312
   133      3.346222e-01          734.6504
   134      3.339160e-01          738.2543
   135      3.347759e-01          747.4270
   136      3.353422e-01          743.8802
   137      3.361662e-01          734.8740
   138      3.355885e-01          735.1529
   139      3.358610e-01          748.6359
   140      3.365673e-01          732.8708
   141      3.373213e-01          743.7589
   142      3.374381e-01          733.1244
   143      3.366429e-01          724.6836
   144      3.365711e-01          735.6315
   145      3.369380e-01          745.4700
   146      3.370388e-01          733.2213
   147      3.379859e-01          739.2531
   148      3.380297e-01          745.2218
   149      3.381937e-01          740.9194
   150      3.386649e-01          734.7140
   151      3.389585e-01          729.8958
   152      3.398017e-01          739.1479
   153      3.390923e-01          734.0679
   154      3.403228e-01          752.8490
