============================================================
gLV AD-EnKF parameter estimation run
============================================================
  data_truth_path   = gLV/data/glv_ahidden0p00_truth.npz
  data_obs_path     = gLV/data/glv_ahidden0p00_obs.npz
  init_theta_scale = 1.0
  lr                = 0.01
  process_std       = 0.02
  N_ens             = 100
  epochs            = 200
  chunk_length      = 20
============================================================
 Epoch    ||θ-θ_true||_2    Log-likelihood
------------------------------------------------------------
     0      9.267771e-02          737.2904
     1      1.237329e-01          730.9678
     2      1.478097e-01          760.9662
     3      1.557840e-01          771.5386
     4      1.389120e-01          769.0234
     5      1.041467e-01          771.6405
     6      1.252966e-01          764.8589
     7      1.555671e-01          753.7493
     8      1.733926e-01          754.5676
     9      1.735036e-01          774.1013
    10      1.892089e-01          780.9099
    11      2.036621e-01          777.6958
    12      2.125778e-01          773.5701
    13      1.789171e-01          761.4586
    14      2.017733e-01          770.8831
    15      2.297584e-01          753.0665
    16      2.570308e-01          755.7678
    17      2.809332e-01          767.7759
    18      2.922135e-01          769.0640
    19      2.929103e-01          769.4479
    20      2.978259e-01          777.5999
    21      3.060062e-01          774.8926
    22      3.093157e-01          770.4095
    23      3.152701e-01          772.9609
    24      3.220143e-01          778.5877
    25      3.287447e-01          770.4340
    26      3.394967e-01          772.3596
    27      3.514960e-01          767.0166
    28      3.354070e-01          745.2068
    29      3.509065e-01          769.0355
    30      3.675652e-01          774.8999
    31      3.844256e-01          783.7838
    32      3.946330e-01          778.3112
    33      3.990202e-01          761.0737
    34      4.065414e-01          764.7091
    35      4.105277e-01          770.2715
    36      4.161836e-01          778.5833
    37      4.297327e-01          772.2065
    38      4.408669e-01          780.6998
    39      4.504095e-01          770.6779
    40      4.518896e-01          775.8340
    41      4.541974e-01          779.0300
    42      4.569606e-01          779.7964
    43      4.588301e-01          784.3900
    44      4.615943e-01          786.9637
    45      4.635705e-01          787.0684
    46      4.609851e-01          778.7550
    47      4.600935e-01          782.2723
    48      4.638186e-01          784.5718
    49      4.658757e-01          783.5786
    50      4.681460e-01          785.1052
    51      4.710858e-01          783.8265
    52      4.737761e-01          782.5018
    53      4.754164e-01          777.9134
    54      4.770651e-01          780.3967
    55      4.786901e-01          781.4340
    56      4.680062e-01          770.4197
    57      4.658891e-01          778.0464
    58      4.690896e-01          786.1548
    59      4.693530e-01          779.8213
    60      4.727491e-01          781.2122
    61      4.751668e-01          786.2573
    62      4.777349e-01          783.2123
    63      4.802979e-01          783.1153
    64      4.821206e-01          783.9824
    65      4.830780e-01          780.9710
    66      4.856142e-01          782.0054
    67      4.890191e-01          784.3858
    68      4.910116e-01          783.6163
    69      4.947762e-01          779.9650
    70      4.967452e-01          781.3426
    71      4.996519e-01          784.2379
    72      5.027916e-01          779.0916
    73      5.047324e-01          778.5350
    74      5.080731e-01          778.6667
    75      5.088814e-01          776.0406
    76      5.093800e-01          774.4388
    77      5.122501e-01          779.3798
    78      5.148287e-01          779.2773
    79      5.160230e-01          780.5145
    80      5.179505e-01          775.9976
    81      5.192347e-01          771.3309
    82      5.207567e-01          773.0678
    83      5.224227e-01          775.2925
    84      5.236304e-01          778.8703
    85      5.239940e-01          774.8404
    86      5.248325e-01          777.0553
    87      5.252433e-01          769.4010
    88      5.272391e-01          776.4839
    89      5.289052e-01          781.6880
    90      5.288243e-01          764.4996
    91      5.313759e-01          780.7979
    92      5.331256e-01          775.6221
    93      5.346878e-01          785.1486
    94      5.358183e-01          774.0807
    95      5.358945e-01          774.7518
    96      5.363013e-01          772.5482
    97      5.370824e-01          772.3155
    98      5.379437e-01          778.3837
    99      5.385512e-01          775.2502
   100      5.384064e-01          772.9163
   101      5.384287e-01          777.5043
   102      5.389401e-01          778.4561
   103      5.398512e-01          779.8908
   104      5.409869e-01          779.9395
   105      5.427724e-01          772.0211
   106      5.442115e-01          771.8646
   107      5.449029e-01          772.5013
   108      5.464206e-01          771.5649
   109      5.479815e-01          778.4896
   110      5.493599e-01          779.1091
   111      5.505541e-01          774.5140
   112      5.516179e-01          778.8025
   113      5.521328e-01          774.6973
   114      5.534112e-01          774.0862
   115      5.536464e-01          773.6324
   116      5.549412e-01          776.8925
   117      5.547019e-01          773.8864
   118      5.438588e-01          739.8876
   119      5.417076e-01          769.8841
   120      5.429844e-01          785.0901
   121      5.445806e-01          770.7435
   122      5.457118e-01          783.6586
   123      5.478194e-01          777.7420
   124      5.493224e-01          775.1594
   125      5.512791e-01          776.9263
   126      5.530133e-01          776.4193
   127      5.539561e-01          776.2081
   128      5.555090e-01          775.0552
   129      5.573294e-01          779.9463
   130      5.585660e-01          773.3914
   131      5.603327e-01          777.1038
   132      5.607601e-01          775.0687
   133      5.616326e-01          774.9528
   134      5.637107e-01          772.8441
   135      5.653442e-01          770.2687
   136      5.674102e-01          777.1196
   137      5.691366e-01          777.6478
   138      5.711235e-01          773.9282
   139      5.729288e-01          774.5325
   140      5.746835e-01          771.3274
   141      5.755491e-01          779.3001
   142      5.761850e-01          773.9179
   143      5.772936e-01          777.8577
   144      5.787339e-01          774.2046
   145      5.792466e-01          770.8868
   146      5.804111e-01          769.3600
   147      5.812045e-01          767.0353
   148      5.813443e-01          772.7814
   149      5.824502e-01          772.2394
   150      5.827616e-01          765.4503
   151      5.830484e-01          777.4745
   152      5.811455e-01          759.0988
   153      5.809575e-01          775.2126
   154      5.808861e-01          775.6867
