============================================================
gLV AD-EnKF parameter estimation run
============================================================
  data_truth_path   = gLV/data/glv_ahidden0p00_truth.npz
  data_obs_path     = gLV/data/glv_ahidden0p00_obs.npz
  init_theta_scale = 0.8
  lr                = 0.01
  process_std       = 0.01
  N_ens             = 100
  epochs            = 200
  chunk_length      = 10
============================================================
 Epoch    ||θ-θ_true||_2    Log-likelihood
------------------------------------------------------------
     0      3.735106e-01          603.0383
     1      3.696925e-01          642.5772
     2      3.627616e-01          709.2881
     3      3.650057e-01          726.3400
     4      3.639329e-01          746.5375
     5      3.656999e-01          748.4661
     6      3.655700e-01          760.5265
     7      3.695163e-01          752.4435
     8      3.729762e-01          756.6429
     9      3.819084e-01          743.2009
    10      3.876149e-01          769.9483
    11      3.841464e-01          766.8076
    12      3.824490e-01          762.3844
    13      3.857022e-01          769.4827
    14      3.843379e-01          769.8066
    15      3.856007e-01          763.2889
    16      3.895178e-01          773.4601
    17      3.970518e-01          775.0983
    18      3.984822e-01          774.9579
    19      3.968175e-01          774.8754
    20      3.996557e-01          769.0214
    21      4.068386e-01          777.6136
    22      4.025712e-01          769.9745
    23      4.079622e-01          771.6608
    24      4.120859e-01          778.6772
    25      4.130015e-01          759.9786
    26      4.147519e-01          777.5434
    27      4.152410e-01          780.3605
    28      4.150826e-01          780.3969
    29      4.283430e-01          769.1649
    30      4.361396e-01          778.4982
    31      4.374712e-01          770.5742
    32      4.333361e-01          781.7930
    33      4.267612e-01          776.4148
    34      4.359458e-01          763.7173
    35      4.427179e-01          773.7272
    36      4.436423e-01          781.9668
    37      4.490291e-01          777.6429
    38      4.448485e-01          782.5020
    39      4.468066e-01          778.9717
    40      4.491266e-01          783.3091
    41      4.471907e-01          790.9462
    42      4.473017e-01          788.3479
    43      4.476727e-01          792.6027
    44      4.472700e-01          796.1054
    45      4.472457e-01          798.3121
    46      4.466428e-01          796.3721
    47      4.463251e-01          796.2146
    48      4.462850e-01          796.5703
    49      4.470530e-01          794.2971
    50      4.472379e-01          797.5875
    51      4.483095e-01          793.9363
    52      4.483876e-01          793.2089
    53      4.492081e-01          790.5061
    54      4.495208e-01          791.9421
    55      4.501638e-01          793.5796
    56      4.498700e-01          794.7634
    57      4.498983e-01          791.6204
    58      4.505209e-01          796.2999
    59      4.508163e-01          791.9604
    60      4.518895e-01          794.1351
    61      4.522115e-01          793.5949
    62      4.533747e-01          797.1182
    63      4.539813e-01          791.5029
    64      4.550696e-01          794.7776
    65      4.559777e-01          792.2743
    66      4.565382e-01          791.2693
    67      4.581380e-01          786.9559
    68      4.582429e-01          795.4166
    69      4.590391e-01          789.3792
    70      4.600362e-01          787.7408
    71      4.610658e-01          790.1866
    72      4.624476e-01          787.9335
    73      4.632429e-01          790.8694
    74      4.649816e-01          788.8311
    75      4.664004e-01          787.3405
    76      4.675820e-01          786.4196
    77      4.688284e-01          787.3655
    78      4.697589e-01          784.6163
    79      4.701952e-01          785.5256
    80      4.718343e-01          783.2134
    81      4.725583e-01          777.9067
    82      4.733129e-01          776.7916
    83      4.738266e-01          784.9502
    84      4.740650e-01          786.4501
    85      4.749869e-01          787.6155
    86      4.760352e-01          785.5182
    87      4.769500e-01          782.4430
    88      4.775426e-01          777.3510
    89      4.789372e-01          787.9025
    90      4.801739e-01          779.7274
    91      4.814931e-01          784.1271
    92      4.827495e-01          786.8217
    93      4.841607e-01          788.3257
    94      4.853344e-01          785.5754
    95      4.857703e-01          785.7850
    96      4.868326e-01          776.7964
    97      4.878038e-01          779.3342
    98      4.885949e-01          783.7509
    99      4.899974e-01          771.7085
   100      4.903672e-01          775.0294
   101      4.913511e-01          781.9440
   102      4.924490e-01          783.4144
   103      4.941394e-01          782.1009
   104      4.947739e-01          780.4604
   105      4.960862e-01          778.5095
