============================================================
gLV AD-EnKF parameter estimation run
============================================================
  data_truth_path   = gLV/data/glv_ahidden0p00_truth.npz
  data_obs_path     = gLV/data/glv_ahidden0p00_obs.npz
  init_theta_scale = 1.0
  lr                = 0.01
  process_std       = 0.0
  N_ens             = 100
  epochs            = 200
  chunk_length      = 10
============================================================
 Epoch    ||θ-θ_true||_2    Log-likelihood
------------------------------------------------------------
     0      5.990838e-02         -136.4184
     1      5.788855e-02          516.7823
     2      1.160344e-01          445.4794
     3      1.563482e-01          529.2763
     4      1.681062e-01          557.6561
     5      1.683949e-01          533.8358
     6      1.706683e-01          512.2465
     7      1.692591e-01          486.9966
     8      1.706019e-01          480.0210
     9      1.711595e-01          471.1522
    10      1.719311e-01          455.3175
    11      1.734324e-01          442.9804
    12      1.769437e-01          441.1701
    13      1.835371e-01          433.5464
    14      1.919495e-01          428.5011
    15      2.001492e-01          424.8183
    16      2.048201e-01          408.7947
    17      2.188656e-01          415.6625
    18      2.335829e-01          412.0284
    19      2.455863e-01          406.1368
    20      2.599993e-01          403.6170
    21      2.728784e-01          396.5668
    22      2.913159e-01          403.3465
    23      3.093921e-01          401.5758
    24      3.256818e-01          392.1411
    25      3.407527e-01          396.3593
    26      3.546085e-01          399.1561
    27      3.743142e-01          411.4104
    28      3.908618e-01          410.1153
    29      4.116081e-01          410.3460
    30      4.277235e-01          411.9730
    31      4.394205e-01          403.2408
    32      4.568885e-01          411.8169
    33      4.701769e-01          420.1980
    34      4.934344e-01          413.3759
    35      5.062522e-01          414.2283
    36      5.304086e-01          421.8571
    37      5.404646e-01          417.7625
    38      5.538872e-01          408.7730
    39      5.605778e-01          421.0613
    40      5.642033e-01          558.2307
    41      5.620475e-01          594.1265
    42      5.615494e-01          604.3008
    43      5.641807e-01          609.2881
    44      5.628347e-01          607.2972
    45      5.619895e-01          607.4835
    46      5.636089e-01          610.2529
    47      5.639159e-01          609.3073
    48      5.635120e-01          609.5771
    49      5.625176e-01          609.0482
    50      5.625030e-01          611.4550
    51      5.624752e-01          611.9160
    52      5.617388e-01          610.3633
    53      5.619385e-01          612.6815
    54      5.614800e-01          611.7162
    55      5.605767e-01          613.4064
    56      5.610495e-01          609.5488
    57      5.598972e-01          611.9317
    58      5.606808e-01          610.6799
    59      5.595976e-01          612.0673
    60      5.597599e-01          611.4941
    61      5.582069e-01          612.7159
    62      5.575275e-01          610.8333
    63      5.555346e-01          612.8239
    64      5.543586e-01          616.3232
    65      5.545741e-01          615.5468
    66      5.538331e-01          614.2720
    67      5.540268e-01          615.8250
    68      5.542783e-01          614.9920
    69      5.545632e-01          614.9475
    70      5.540196e-01          614.5558
    71      5.527246e-01          613.9564
    72      5.517727e-01          616.9446
    73      5.500067e-01          616.4589
    74      5.505897e-01          617.2498
    75      5.511425e-01          617.2833
    76      5.515748e-01          616.5692
    77      5.511217e-01          616.7828
    78      5.520579e-01          616.1710
    79      5.522410e-01          615.5604
    80      5.513461e-01          616.6426
    81      5.510935e-01          617.5875
    82      5.510696e-01          619.8672
    83      5.501667e-01          617.3840
    84      5.507689e-01          617.5225
    85      5.511964e-01          617.6337
    86      5.518579e-01          617.7589
    87      5.516328e-01          616.8765
    88      5.506372e-01          617.7254
    89      5.495592e-01          616.5309
    90      5.494033e-01          616.8406
    91      5.502180e-01          620.2582
    92      5.506340e-01          616.5529
    93      5.505317e-01          618.6722
    94      5.503109e-01          617.5579
    95      5.498896e-01          617.2458
    96      5.500788e-01          619.3566
    97      5.509567e-01          616.4362
    98      5.511662e-01          619.9228
    99      5.498192e-01          617.2941
   100      5.501350e-01          619.9100
   101      5.497846e-01          620.1835
   102      5.495196e-01          620.3887
   103      5.500432e-01          620.6397
   104      5.487317e-01          618.8407
   105      5.484079e-01          619.9105
   106      5.498739e-01          621.5016
   107      5.500061e-01          618.0410
   108      5.491887e-01          619.3653
   109      5.487306e-01          620.5046
   110      5.478877e-01          621.0486
   111      5.481485e-01          622.2458
   112      5.489406e-01          619.5068
   113      5.489655e-01          620.6651
   114      5.486301e-01          622.8003
   115      5.487104e-01          620.2431
   116      5.497962e-01          621.9065
   117      5.518039e-01          620.3782
   118      5.507458e-01          618.4624
   119      5.511054e-01          620.0141
   120      5.503483e-01          620.3137
   121      5.487112e-01          621.7368
   122      5.475276e-01          621.3497
   123      5.471444e-01          622.2507
   124      5.482882e-01          624.6158
   125      5.465802e-01          619.4779
   126      5.477892e-01          622.6563
   127      5.474947e-01          622.4865
   128      5.480151e-01          622.0939
   129      5.472404e-01          620.6461
   130      5.466887e-01          623.2100
   131      5.466147e-01          621.5797
   132      5.478473e-01          621.3033
   133      5.486278e-01          620.0670
   134      5.482618e-01          621.8242
   135      5.484713e-01          622.0646
   136      5.484100e-01          621.2125
   137      5.490304e-01          622.5508
   138      5.484350e-01          621.2280
   139      5.480231e-01          621.4374
   140      5.477198e-01          621.6424
   141      5.482042e-01          623.0146
   142      5.488183e-01          622.5800
   143      5.490367e-01          622.3281
   144      5.497667e-01          622.8112
   145      5.493600e-01          621.6450
   146      5.495818e-01          622.5015
   147      5.500291e-01          622.7820
   148      5.486842e-01          623.1070
   149      5.494261e-01          622.7332
   150      5.507261e-01          622.4471
   151      5.497178e-01          621.9073
   152      5.488485e-01          623.8375
   153      5.502581e-01          624.4284
   154      5.509254e-01          624.5333
